id1,cn,pinyin,vocabulary,pinyin_vocab,th,sentence_test,pinyin_sentence,translate
238,慢,màn,慢慢,màn màn,ช้าๆ,小船慢慢前进。,,เรือลำเล็กค่อย ๆ แล่นไปข้างหน้า
239,跑,pǎo,跑步,pǎo bù,วิ่ง,我每天早上跑步。,,ฉันวิ่งทุกเช้า
240,步,bù,散步,sàn bù,เดินเล่น,晚饭后一起散步。,,หลังอาหารเย็นไปเดินเล่นด้วยกัน
241,唱,chàng,唱歌,chàng gē,ร้องเพลง,妹妹喜欢唱歌。,,น้องสาวชอบร้องเพลง
242,歌,gē,歌声,gē shēng,เสียงเพลง,歌声很好听。,,เสียงเพลงไพเราะมาก
243,跳,tiào,跳水,tiào shuǐ,กระโดดน้ำ,哥哥在游泳池跳水。,,พี่ชายกระโดดน้ำในสระว่ายน้ำ
244,舞,wǔ,舞狮,wǔ shī,เชิดสิงโต,春节有舞狮表演。,,ช่วงตรุษจีนมีการแสดงเชิดสิงโต
245,吹,chuī,吹喇叭,chuī lǎ bā,เป่าแตร,他在吹喇叭。,,เขากำลังเป่าแตร
246,号,hào,小号,xiǎo hào,ทรัมเป็ต,哥哥会吹小号。,,พี่ชายเป่าแตรเล็กได้
247,讲,jiǎng,讲话,jiǎng huà,พูด,老师正在讲话。,,ครูกำลังพูด
248,故,gù,故事,gù shì,นิทาน,妈妈给我讲故事。,,แม่เล่าเรื่องให้ฉันฟัง
249,事,shì,事情,shì qíng,เรื่องราว,这件事情很重要。,,เรื่องนี้สำคัญมาก
250,怎,zěn,怎么办,zěn me bàn,ทำยังไง,下雨了怎么办？,,ฝนตกแล้วจะทำอย่างไรดี
251,帮,bāng,帮助,bāng zhù,ช่วย,朋友会帮助我。,,เพื่อนจะช่วยฉัน
252,找,zhǎo,找到,zhǎo dào,หาเจอ,我找到我的书了。,,ฉันหาเจอหนังสือของฉันแล้ว
253,欢,huān,欢乐,huān lè,ความสุข / สนุกสนาน,操场充满欢乐。,,สนามเต็มไปด้วยความสนุกสนาน
254,担,dān,担心,dān xīn,กังวล,妈妈担心我。,,แม่เป็นห่วงฉัน
255,闷,mèn,苦闷,kǔ mèn,หดหู่ / อึดอัด,下雨天让我苦闷。,,วันฝนตกทำให้ฉันรู้สึกอึดอัด
256,急,jí,着急,zháo jí,รีบเร่ง / กระวนกระวาย,找不到书很着急。,,หาหนังสือไม่เจอทำให้ร้อนใจมาก
257,害,hài,害虫,hài chóng,แมลงศัตรูพืช,农田里有害虫。,,ในนามีแมลงศัตรูพืช
258,怕,pà,害怕,hài pà,กลัว,孩子一个人会害怕。,,เด็กอยู่คนเดียวจะรู้สึกกลัว
259,惊,jīng,吃惊,chī jīng,ตกใจ,我听到消息很吃惊。,,ฉันได้ยินข่าวแล้วตกใจมาก
260,哈,hā,笑哈哈,xiào hā hā,หัวเราะเสียงดัง,孩子们笑哈哈。,,เด็ก ๆ หัวเราะอย่างสนุกสนาน
261,老,lǎo,老人,lǎo rén,คนแก่,老人坐在公园里。,,คนชรานั่งอยู่ในสวนสาธารณะ
262,师,shī,老师,lǎo shī,ครู / อาจารย์,老师教我们写字。,,ครูสอนพวกเราเขียนหนังสือ
263,同,tóng,同学,tóng xué,เพื่อนร่วมชั้น,同学们一起学习。,,เพื่อนร่วมชั้นเรียนด้วยกัน
264,学,xué,学会,xué huì,เรียนรู้,我学会写汉字了。,,ฉันเรียนรู้การเขียนอักษรจีนแล้ว
265,校,xiào,学校,xué xiào,โรงเรียน,我每天去学校。,,ฉันไปโรงเรียนทุกวัน
266,桌,zhuō,桌子,zhuō zǐ,โต๊ะ,书放在桌子上。,,หนังสือวางอยู่บนโต๊ะ
267,椅,yǐ,椅子,yǐ zǐ,เก้าอี้,椅子摆得很整齐。,,เก้าอี้จัดวางอย่างเป็นระเบียบ
268,教,jiào,教导,jiào dǎo,สั่งสอน / แนะนำ,老师认真教导学生。,,ครูสอนนักเรียนอย่างตั้งใจ
269,室,shì,室内,shì nèi,ในห้อง / ภายใน,下雨天在室内玩。,,วันฝนตกเล่นอยู่ในอาคาร
270,课,kè,上课,shàng kè,เข้าเรียน / เริ่มเรียน,我们准时上课。,,พวกเราเข้าเรียนตรงเวลา
271,做,zuò,做梦,zuò mèng,ฝัน,我晚上会做梦。,,ตอนกลางคืนฉันจะฝัน
272,给,gěi,送给,sòng gěi,มอบให้ / ส่งให้,这本书送给你。,,หนังสือเล่มนี้ให้คุณ
273,操,cāo,早操,zǎo cāo,ออกกำลังกายตอนเช้า,我们每天做早操。,,พวกเราออกกำลังกายตอนเช้าทุกวัน
274,伸,shēn,伸长,shēn cháng,ยืดออก / ขยาย,他把手臂伸长。,,เขาเหยียดแขนยาวออกไป
275,拉,lā,拉手,lā shǒu,จับมือ / จูงมือ,我们一起拉手走。,,พวกเราจูงมือเดินไปด้วยกัน
276,举,jǔ,举起,jǔ qǐ,ยกขึ้น / ชูขึ้น,大家举起小手。,,ทุกคนยกมือเล็ก ๆ ขึ้น
277,拍,pāi,拍皮球,pāi pí qiú,เดาะลูกบอล,孩子在拍皮球。,,เด็กกำลังเดาะลูกบอล
278,抓,zhuā,抓住,zhuā zhù,จับไว้,小猫抓住老鼠。,,ลูกแมวจับหนูได้
279,拥,yōng,拥抱,yōng bào,กอด,妈妈给我一个拥抱。,,แม่กอดฉันหนึ่งครั้ง
280,扔,rēng,扔掉,rēng diào,ทิ้ง / โยนทิ้ง,不要乱扔掉垃圾。,,อย่าทิ้งขยะเรี่ยราด
281,寒,hán,寒冷,hán lěng,หนาวเย็น,冬天的早晨很寒冷。,,เช้าฤดูหนาวหนาวมาก
282,冷,lěng,寒冷,hán lěng,หนาวเย็น,寒冷的风吹来了。,,ลมหนาวพัดมาแล้ว
283,温,wēn,温水,wēn shuǐ,น้ำอุ่น,我喝了一杯温水。,,ฉันดื่มน้ำอุ่นหนึ่งแก้ว
284,暖,nuǎn,温暖,wēn nuǎn,อบอุ่น,妈妈的手很温暖。,,มือของแม่อบอุ่นมาก
285,热,rè,热水,rè shuǐ,น้ำร้อน,泡茶要用热水。,,ชงชาต้องใช้น้ำร้อน
286,凉,liáng,凉快,liáng kuài,เย็นสบาย,树下很凉快。,,ใต้ต้นไม้เย็นสบาย
287,湿,shī,弄湿,nòng shī,ทำให้เปียก,下雨把衣服弄湿了。,,ฝนทำให้เสื้อผ้าเปียก
288,净,jìng,干净,gān jìng,สะอาด,房间打扫得很干净。,,ห้องถูกทำความสะอาดอย่างสะอาดมาก
289,到,dào,到达,dào dá,ไปถึง / มาถึง,我们安全到达学校。,,พวกเราไปถึงโรงเรียนอย่างปลอดภัย
290,都,dōu,都是,dōu shì,ทั้งหมด / ต่างก็,这些书都是新的。,,หนังสือเหล่านี้ล้วนเป็นของใหม่
291,办,bàn,办法,bàn fǎ,วิธี / วิธีการ,老师有好办法。,,ครูมีวิธีที่ดี
292,渴,kě,口渴,kǒu kě,กระหายน้ำ,运动后会口渴。,,หลังออกกำลังกายจะกระหายน้ำ
293,喝,hē,喝水,hē shuǐ,ดื่มน้ำ,口渴时要喝水。,,กระหายน้ำต้องดื่มน้ำ
294,饿,è,饥饿,jī è,ความหิว,我感到有点饥饿。,,ฉันรู้สึกหิวเล็กน้อย
295,饭,fàn,吃饭,chī fàn,กินข้าว / รับประทานอาหาร,中午我们一起吃饭。,,ตอนเที่ยงพวกเรากินข้าวด้วยกัน
296,睡,shuì,睡觉,shuì jiào,นอนหลับ,晚上要早点睡觉。,,ตอนกลางคืนควรนอนให้เร็ว
297,觉,jiào,睡觉,shuì jiào,นอนหลับ,小猫在角落睡觉。,,ลูกแมวนอนอยู่มุมห้อง
298,累,lèi,劳累,láo lèi,เหนื่อยล้า,一天学习很劳累。,,เรียนมาทั้งวันเหนื่อยมาก
299,醒,xǐng,睡醒,shuì xǐng,ตื่นนอน,我早上睡醒了。,,ตอนเช้าฉันตื่นนอนแล้ว
300,雾,wù,大雾,dà wù,หมอกหนา,早上有大雾。,,ตอนเช้ามีหมอกหนา
301,房,fáng,房子,fáng zǐ,บ้าน,我们住在一所小房子里,,พวกเราอาศัยอยู่ในบ้านหลังเล็ก
302,间,jiān,房间,fáng jiān,ห้อง,我的房间很整洁,,ห้องของฉันเป็นระเบียบเรียบร้อยมาก
303,帘,lián,门帘,mén lián,ผ้าม่านประตู,门上挂着门帘,,ที่ประตูมีม่านประตูแขวนอยู่
304,窗,chuāng,窗户,chuāng hù,หน้าต่าง,窗户外面有阳光,,นอกหน้าต่างมีแสงแดด
305,户,hù,住户,zhù hù,ผู้อยู่อาศัย,这栋楼有很多住户,,อาคารหลังนี้มีผู้อยู่อาศัยจำนวนมาก
306,台,tái,台灯,tái dēng,โคมไฟตั้งโต๊ะ,台灯放在书桌上,,โคมไฟตั้งโต๊ะวางอยู่บนโต๊ะเขียนหนังสือ
307,视,shì,视力,shì lì,สายตา / การมองเห็น,他视力很好,,สายตาของเขาดีมาก
308,床,chuáng,起床,qǐ chuáng,ตื่นนอน,我每天早上起床,,ฉันตื่นนอนทุกเช้า
309,被,bèi,被子,bèi zǐ,ผ้าห่ม,晚上要盖好被子,,ตอนกลางคืนต้องห่มผ้าให้เรียบร้อย
310,处,chù,到处,dào chù,ทุกที่,公园里到处是花,,ในสวนสาธารณะมีดอกไม้อยู่ทั่วไป
311,让,ràng,让座,ràng zuò,สละที่นั่ง,我在车上让座给老人,,ฉันสละที่นั่งให้ผู้สูงอายุบนรถ
312,对,duì,对准,duì zhǔn,เล็ง,他把镜头对准目标,,เขาปรับเลนส์กล้องให้ตรงกับเป้าหมาย
313,姐,jiě,姐姐,jiě jiē,พี่สาว,姐姐在写作业,,พี่สาวกำลังทำการบ้าน
314,妹,mèi,姐妹,jiě mèi,พี่สาวน้องสาว,她们是好姐妹,,พวกเธอเป็นพี่น้องที่ดีต่อกัน
315,阿,ā,阿姨,ā yí,น้า / อา (ผู้หญิง),阿姨对我很好,,ป้าคนนี้ดีกับฉันมาก
316,姨,yí,阿姨,ā yí,น้า / อา (ผู้หญิง),这位阿姨在买菜,,ป้าคนนี้กำลังซื้อผัก
317,叔,shū,叔叔,shū shū,ลุง / อา (ผู้ชาย),叔叔开车送我,,ลุงขับรถไปส่งฉัน
318,伯,bó,老伯伯,lǎo bó bó,คุณลุง,老伯伯在公园散步,,คุณตากำลังเดินเล่นอยู่ในสวน
319,姑,gū,姑娘,gū niáng,สาว / เด็กผู้หญิง,那位姑娘在唱歌,,หญิงสาวคนนั้นกำลังร้องเพลง
320,亲,qīn,亲爱,qīn ài,ที่รัก,亲爱的妈妈，我爱你,,แม่ที่รัก ฉันรักแม่
321,餐,cān,午餐,wǔ cān,อาหารกลางวัน,我们一起吃午餐,,พวกเรากินอาหารกลางวันด้วยกัน
322,盘,pán,盘子,pán zǐ,จาน,盘子里有水果,,ในจานมีผลไม้
323,碗,wǎn,碗筷,wǎn kuài,ชามกับตะเกียบ,吃饭前准备碗筷,,ก่อนกินข้าวต้องเตรียมชามและตะเกียบ
324,筷,kuài,筷子,kuài zǐ,ตะเกียบ,我会用筷子,,ฉันใช้ตะเกียบได้
325,盖,gài,盖子,gài zǐ,ฝา / ที่ปิด,把瓶子的盖子盖好,,ปิดฝาขวดให้เรียบร้อย
326,袋,dài,口袋,kǒu dài,กระเป๋าเสื้อ/กางเกง,他的口袋里有糖,,ในกระเป๋าเสื้อของเขามีลูกอม
327,巾,jīn,围巾,wéi jīn,ผ้าพันคอ,冬天要戴围巾,,ฤดูหนาวต้องใส่ผ้าพันคอ
328,杯,bēi,杯子,bēi zǐ,แก้ว,杯子里有水,,ในแก้วมีน้ำ
329,成,chéng,成功,chéng gōng,ความสำเร็จ,他终于成功了,,ในที่สุดเขาก็ประสบความสำเร็จ
330,用,yòng,不用,bù yòng,ไม่ต้อง,这个问题不用担心,,เรื่องนี้ไม่ต้องกังวล
331,像,xiàng,好像,hǎo xiàng,เหมือนว่า,天好像要下雨,,ดูเหมือนฝนจะตก
332,原,yuán,原来,yuán lái,ดั้งเดิม,原来你在这里,,ที่แท้คุณอยู่ที่นี่
333,菜,cài,青菜,qīng cài,ผักใบเขียว,我喜欢吃青菜,,ฉันชอบกินผัก
334,萝,luó,萝卜,luó bō,หัวไชเท้า,兔子爱吃萝卜,,กระต่ายชอบกินแครอท
335,卜,bō,萝卜,luó bō,หัวไชเท้า,妈妈买了新鲜萝卜,,แม่ซื้อแครอทสดมา
336,豆,dòu,豆子,dòu zǐ,ถั่ว,碗里有豆子,,ในชามมีถั่ว
337,苹,píng,苹果,píng guǒ,แอปเปิ้ล,苹果又甜又脆,,แอปเปิลทั้งหวานทั้งกรอบ
338,桃,táo,桃子,táo zǐ,ลูกท้อ,桃子熟了,,ลูกพีชสุกแล้ว
339,杏,xìng,杏树,xìng shù,ต้นแอปริคอต,院子里有杏树,,ในลานบ้านมีต้นแอปริคอต
340,笋,sǔn,竹笋,zhú sǔn,หน่อไม้,竹笋很好吃,,หน่อไม้กินอร่อยมาก
341,扫,sǎo,扫地,sǎo dì,กวาดพื้น,我帮妈妈扫地,,ฉันช่วยแม่กวาดบ้าน
342,地,dì,草地,cǎo dì,สนามหญ้า,孩子在草地上玩,,เด็ก ๆ เล่นอยู่บนสนามหญ้า
343,拖,tuō,拖地,tuō dì,ถูพื้น,爸爸在拖地,,พ่อกำลังถูพื้น
344,洒,sǎ,洒水,sǎ shuǐ,สาดน้ำ,爷爷给花洒水,,คุณปู่รดน้ำต้นไม้
345,洗,xǐ,洗手,xǐ shǒu,ล้างมือ,吃饭前要洗手,,ก่อนกินข้าวต้องล้างมือ
346,服,fú,衣服,yī fú,เสื้อผ้า,衣服洗干净了,,เสื้อผ้าซักสะอาดแล้ว
347,晒,shài,晒太阳,shài tài yáng,ตากแดด,小猫喜欢晒太阳,,ลูกแมวชอบอาบแดด
348,收,shōu,丰收,fēng shōu,การเก็บเกี่ยว,秋天农民大丰收,,ฤดูใบไม้ร่วงชาวนาได้ผลผลิตมาก
349,全,quán,全国,quán guó,ทั่วประเทศ,全国人民都很努力,,ประชาชนทั่วประเทศต่างขยันขันแข็ง
350,呢,ne,哪儿呢,nǎ ér ne,ที่ไหนล่ะ,你去哪儿呢,,คุณจะไปไหน
351,还,hái,还有,hái yǒu,ยังมี,盒子里还有一个,,ในกล่องยังมีอีกหนึ่งชิ้น
352,谁,shuí,是谁,shì shuí,คือใคร,门外是谁,,ใครอยู่นอกประตู
353,商,shāng,商场,shāng chǎng,ห้างสรรพสินค้า,周末我们去商场,,วันหยุดสุดสัปดาห์พวกเราไปห้าง
354,场,chǎng,广场,guáng chǎng,จัตุรัส,广场上有人跳舞,,ที่ลานกว้างมีคนเต้นรำ
355,楼,lóu,楼上,lóu shàng,ชั้นบน,书房在楼上,,ห้องหนังสืออยู่ชั้นบน
356,街,jiē,街道,jiē dào,ถนน,街道很干净,,ถนนสะอาดมาก
357,理,lǐ,道理,dào lǐ,เหตุผล,老师讲了一个道理,,ครูอธิบายหลักการหนึ่งข้อ
358,店,diàn,店员,diàn yuán,พนักงานร้าน,店员很有礼貌,,พนักงานขายสุภาพมาก
359,鞋,xié,鞋子,xié zǐ,รองเท้า,鞋子放在门口,,รองเท้าวางไว้ที่หน้าประตู
360,市,shì,市场,shì cháng,ตลาด,市场里很热闹,,ในตลาดคึกคักมาก
361,病,bìng,生病,shēng bìng,ป่วย,他昨天生病了,,เมื่อวานเขาป่วย
362,医,yī,医生,yī shēng,หมอ,医生在看病,,หมอกำลังตรวจรักษา
363,院,yuàn,院子,yuàn zǐ,ลานบ้าน,院子里有花,,ในลานบ้านมีดอกไม้
364,护,hù,保护,bǎo hù,ปกป้อง,我们要保护动物,,พวกเราต้องปกป้องสัตว์
365,士,shì,士兵,shì bīng,ทหาร,士兵在站岗,,ทหารกำลังยืนยาม
366,伤,shāng,受伤,shòu shāng,ได้รับบาดเจ็บ,他跑步时受伤了,,เขาวิ่งแล้วได้รับบาดเจ็บ
367,纱,shā,婚纱,hūn shā,ชุดแต่งงาน,新娘穿着婚纱,,เจ้าสาวสวมชุดแต่งงาน
368,布,bù,白布,bái bù,ผ้าขาว,桌上铺着白布,,บนโต๊ะปูด้วยผ้าสีขาว
369,针,zhēn,针头,zhēn tóu,เข็มฉีดยา,打针要用针头,,การฉีดยาต้องใช้เข็ม
370,住,zhù,住房,zhù fáng,ที่อยู่อาศัย,城市里有很多住房,,ในเมืองมีที่อยู่อาศัยมากมาย
371,喂,wèi,喂养,wèi yǎng,เลี้ยงดู,农夫喂养小动物,,ชาวนาเลี้ยงสัตว์เล็ก
372,放,fàng,放学,fàng xué,เลิกเรียน,放学后我回家,,หลังเลิกเรียนฉันกลับบ้าน
373,鸡,jī,小鸡,xiǎo jī,ลูกเจี๊ยบ,小鸡跟着妈妈走,,ลูกไก่เดินตามแม่
374,鸭,yā,野鸭,yě yā,เป็ดป่า,野鸭在河里游,,เป็ดป่าว่ายน้ำอยู่ในแม่น้ำ
375,农,nóng,农夫,nóng fū,ชาวนา,农夫在田里干活,,ชาวนากำลังทำงานในนา
376,夫,fū,农夫,nóng fū,ชาวนา,农夫种庄稼,,ชาวนาปลูกพืชผล
377,猫,māo,小猫,xiǎo māo,ลูกแมว,小猫在睡觉,,ลูกแมวกําลังนอนหลับ
378,狗,gǒu,小狗,xiǎo gǒu,ลูกสุนัข,小狗摇尾巴,,ลูกสุนัขส่ายหาง
379,鼠,shǔ,老鼠,lǎo shǔ,หนู,老鼠跑得很快,,หนูวิ่งเร็วมาก
380,群,qún,羊群,yáng qún,ฝูงแกะ,羊群在山上吃草,,ฝูงแกะกินหญ้าอยู่บนภูเขา
381,汽,qì,水汽,shuǐ qì,ไอน้ำ,热水有水汽,,น้ำร้อนมีไอน้ำ
382,行,xíng,人行道,rén xíng dào,ทางเดินเท้า,人行道上很安全,,ทางเท้าปลอดภัยมาก
383,交,jiāo,交叉,jiāo chā,ตัดกัน,两条路在这里交叉,,ถนนสองสายตัดกันตรงนี้
384,装,zhuāng,装进,zhuāng jìn,ใส่เข้าไป,把书装进书包,,ใส่หนังสือลงในกระเป๋านักเรียน
385,甲,jiǎ,装甲车,zhuāng jiǎ chē,รถหุ้มเกราะ,装甲车在路上行驶,,รถหุ้มเกราะวิ่งอยู่บนถนน
386,机,jī,机器,jī qì,เครื่องจักร,机器开始工作了,,เครื่องจักรเริ่มทำงานแล้ว
387,宇,yǔ,宇宙,yǔ zhòu,จักรวาล,宇宙非常大,,จักรวาลกว้างใหญ่มาก
388,宙,zhòu,宇宙,yǔ zhòu,จักรวาล,宇宙里有星星,,ในจักรวาลมีดวงดาว
389,船,chuán,小船,xiǎo chuán,เรือเล็ก,小船在水上漂,,เรือลำเล็กลอยอยู่บนผิวน้ำ
390,化,huà,变化,biàn huà,การเปลี่ยนแปลง,天气有变化,,อากาศมีการเปลี่ยนแปลง
391,官,guān,当官,dāng guān,เป็นข้าราชการ,他长大想当官,,เขาโตขึ้นอยากเป็นข้าราชการ
392,该,gāi,应该,yīng gāi,ควร,我们应该守规则,,พวกเราควรเคารพกฎ
393,科,kē,科学,kē xué,วิทยาศาสตร์,科学让生活更好,,วิทยาศาสตร์ทำให้ชีวิตดีขึ้น
394,程,chéng,工程,gōng chéng,วิศวกรรม,工程正在进行,,โครงการกำลังดำเนินการ
395,航,háng,航行,háng xíng,เดินเรือ,船在海上航行,,เรือแล่นอยู่ในทะเล
396,员,yuán,服务员,fú wù yuán,พนักงานบริการ,服务员送来了菜,,พนักงานเสิร์ฟนำอาหารมา
397,司,sī,司机,sī jī,คนขับรถ,司机开车很稳,,คนขับรถขับอย่างมั่นคง
398,舞,wǔ,舞蹈,wǔ dǎo,การเต้นรำ,她喜欢舞蹈,,เธอชอบการเต้นรำ
399,军,jūn,军车,jūn chē,รถทหาร,军车从路上经过,,รถทหารขับผ่านถนน
400,银,yín,银子,yín zǐ,เงิน,盒子里有银子,,ในกล่องมีเงิน
401,客,kè,客人,kè rén,แขก,客人来到家里做客,,แขกมาเยี่ยมบ้าน
402,壳,ké,贝壳,bèi ké,เปลือกหอย,沙滩上有漂亮的贝壳,,บนชายหาดมีเปลือกหอยสวยงาม
403,救,jiù,求救,qiú jiù,ขอความช่วยเหลือ,小船发出求救信号,,เรือลำเล็กส่งสัญญาณขอความช่วยเหลือ
404,板,bǎn,木板,mù bǎn,แผ่นไม้,木板放在地上,,แผ่นไม้ถูกวางไว้บนพื้น
405,加,jiā,加油,jiā yóu,ให้กำลังใจ,比赛前大家一起加油,,ก่อนการแข่งขันทุกคนช่วยกันให้กำลังใจ
406,油,yóu,汽油,qì yóu,น้ำมันรถ,汽车需要汽油才能走,,รถยนต์ต้องใช้น้ำมันถึงจะวิ่งได้
407,修,xiū,修理,xiū lǐ,ซ่อมแซม,叔叔在修理自行车,,ลุงกำลังซ่อมจักรยาน
408,轮,lún,车轮,chē lún,ล้อรถ,车轮慢慢地转动,,ล้อรถหมุนช้า ๆ
409,始,shǐ,开始,kāi shǐ,เริ่มต้น,游戏现在开始了,,เกมเริ่มขึ้นแล้ว
410,离,lí,远离,yuǎn lí,ห่างออกไป,我们要远离危险,,พวกเราต้องอยู่ห่างจากอันตราย
411,遇,yù,遇见,yù jiàn,พบเจอ,我在路上遇见老师,,ฉันพบครูบนถนน
412,别,bié,别动,bié dòng,อย่าขยับ,医生说别动,,หมอบอกว่าอย่าขยับ
413,海,hǎi,大海,dà hǎi,ทะเลใหญ่,大海又大又蓝,,ทะเลกว้างใหญ่และสีฟ้า
414,洋,yáng,洋气,yáng qì,ดูดี / ทันสมัย,她穿得很洋气,,เธอแต่งตัวทันสมัย
415,流,liú,流水,liú shuǐ,สายน้ำ,山间有清清的流水,,ในหุบเขามีน้ำใสไหล
416,浪,làng,浪花,làng huā,ฟองคลื่น,浪花拍打着岸边,,คลื่นซัดกระทบฝั่ง
417,波,bō,波浪,bō làng,คลื่นน้ำ,波浪一高一低,,คลื่นสูงต่ำสลับกัน
418,潮,cháo,潮水,cháo shuǐ,น้ำทะเลหนุน,潮水慢慢上涨,,น้ำทะเลค่อย ๆ สูงขึ้น
419,雷,léi,雷声,léi shēng,เสียงฟ้าร้อง,远处传来雷声,,ได้ยินเสียงฟ้าร้องมาจากไกล
420,乌,wū,乌鸦,wū yā,อีกา,树上站着一只乌鸦,,บนต้นไม้มีอีกาตัวหนึ่งเกาะอยู่
421,底,dǐ,底下,dǐ xià,ข้างล่าง,石头底下有小虫,,ใต้ก้อนหินมีแมลงตัวเล็ก
422,虾,xiā,龙虾,lóng xiā,กุ้งมังกร,龙虾住在海里,,กุ้งมังกรอาศัยอยู่ในทะเล
423,丑,chǒu,小丑,xiǎo chǒu,ตัวตลก,小丑在表演节目,,ตัวตลกกำลังแสดง
424,斑,bān,斑纹,bān wén,ลายจุด / ลายเส้น,小鱼身上有斑纹,,บนตัวปลาตัวเล็กมีลายจุด
425,带,dài,飘带,piāo dài,ริบบิ้น / สายผ้า,彩色的飘带在飞,,ริบบิ้นสีสันปลิวไหว
426,宫,gōng,宫殿,gōng diàn,พระราชวัง,宫殿看起来很大,,พระราชวังดูใหญ่โตมาก
427,美,měi,美丽,měi lì,สวยงาม,这幅画很美丽,,ภาพวาดนี้สวยงามมาก
428,柱,zhù,柱子,zhù zǐ,เสา,大厅里有高高的柱子,,ในห้องโถงมีเสาสูง
429,矿,kuàng,矿石,kuàng shí,แร่หิน,地里发现了矿石,,พบแร่ในพื้นดิน
430,完,wán,完成,wán chéng,เสร็จสิ้น,作业已经完成,,การบ้านเสร็จเรียบร้อยแล้ว
431,挖,wā,挖土,wā tǔ,ขุดดิน,他在院子里挖土,,เขากำลังขุดดินในลานบ้าน
432,就,jiù,就是,jiù shì,ก็คือ,这就是答案,,นี่คือคำตอบ
433,岩,yán,岩石,yán shí,หิน,山上有很多岩石,,บนภูเขามีหินมากมาย
434,沙,shā,沙子,shā zǐ,ทราย,孩子们在玩沙子,,เด็ก ๆ กำลังเล่นทราย
435,滩,tān,沙滩,shā tān,ชายหาด,我们一起去沙滩,,พวกเราไปชายหาดด้วยกัน
436,鸥,ōu,海鸥,hǎi ōu,นกนางนวล,海鸥在天空飞,,นกนางนวลบินอยู่บนท้องฟ้า
437,瓶,píng,瓶子,píng zǐ,ขวด,桌上放着一个瓶子,,บนโต๊ะมีขวดหนึ่งใบ
438,珠,zhū,珠宝,zhū bǎo,อัญมณี,盒子里有珠宝,,ในกล่องมีอัญมณี
439,金,jīn,金币,jīn bì,เหรียญทอง,箱子里有金币,,ในหีบมีเหรียญทอง
440,骨,gǔ,骨头,gǔ tóu,กระดูก,小狗在啃骨头,,ลูกสุนัขกำลังแทะกระดูก
441,帆,fān,帆船,fān chuán,เรือใบ,海上有一艘白色的帆船,,ในทะเลมีเรือใบสีขาวลำหนึ่ง
442,游,yóu,游泳,yóu yǒng,ว่ายน้ำ,夏天我喜欢去游泳,,ฤดูร้อนฉันชอบไปว่ายน้ำ
443,冲,chōng,冲水,chōng shuǐ,ราดน้ำ / กดน้ำ,上完厕所要记得冲水,,เข้าห้องน้ำเสร็จต้องจำไว้ว่าต้องกดน้ำ
444,划,huá,划开,huá kāi,กรีดออก,他用小刀把纸盒划开,,เขาใช้มีดเล็กกรีดกล่องกระดาษให้เปิดออก
445,钓,diào,钓鱼,diào yú,ตกปลา,爷爷带我去河边钓鱼,,คุณปู่พาฉันไปตกปลาที่ริมแม่น้ำ
446,钩,gōu,鱼钩,yú gōu,เบ็ดตกปลา,鱼钩上挂着一条小鱼,,ที่เบ็ดมีปลาตัวเล็กติดอยู่หนึ่งตัว
447,篮,lán,篮子,lán zi,ตะกร้า,妈妈用篮子装了很多水果,,แม่ใช้ตะกร้าใส่ผลไม้ไว้มากมาย
448,网,wǎng,渔网,yú wǎng,อวน / แห,渔夫把渔网撒进大海里,,ชาวประมงเหวี่ยงแหลงไปในทะเล
449,最,zuì,最长,zuì cháng,ยาวที่สุด,长江是中国最长的河,,แม่น้ำแยงซีเป็นแม่น้ำที่ยาวที่สุดของจีน
450,得,dé,得到,dé dào,ได้รับ,他考了第一名，得到了奖品,,เขาสอบได้ที่หนึ่ง จึงได้รับรางวัล
451,梦,mèng,梦乡,mèng xiāng,แดนชวนฝัน / นิทรา,我在车上让座给老,,ฉันสละที่นั่งให้ผู้สูงอายุบนรถ
452,森,sēn,森林,sēn lín,ป่าไม้,他把镜头对准目,,เขาปรับเลนส์ให้ตรงกับเป้าหมาย
453,植,zhí,植树,zhí shù,ปลูกต้นไม้,姐姐在写作,,พี่สาวกำลังเขียนการบ้าน
454,树,shù,树木,shù mù,ต้นไม้,她们是好姐,,พวกเธอเป็นพี่น้องที่ดี
455,泥,ní,泥泞,ní nìng,โคลนตม,阿姨对我很,,ป้าดีกับฉัน
456,春,chūn,春天,chūn tiān,ฤดูใบไม้ผลิ,这位阿姨在买,,ป้าคนนี้กำลังซื้อของ
457,夏,xià,夏天,xià tiān,ฤดูร้อน,叔叔开车送,,ลุงขับรถไปส่ง
458,秋,qiū,秋天,qiū tiān,ฤดูใบไม้ร่วง,老伯伯在公园散,,คุณตากำลังเดินเล่นในสวน
459,冬,dōng,冬天,dōng tiān,ฤดูหนาว,那位姑娘在唱,,หญิงสาวคนนั้นกำลังร้องเพลง
460,季,jì,四季,sì jì,สี่ฤดู,亲爱的妈妈，我爱,,แม่ที่รัก ฉันรัก
461,熊,xióng,狗熊,gǒu xióng,หมี,我们一起吃午,,พวกเรากินมื้อกลางวันด้วยกัน
462,猴,hóu,猴子,hóu zi,ลิง,盘子里有水,,ในจานมีน้ำ
463,鹿,lù,小鹿,xiǎo lù,กวางน้อย,吃饭前准备碗,,ก่อนกินข้าวเตรียมชาม
464,虎,hǔ,老虎,lǎo hǔ,เสือ,我会用筷,,ฉันใช้ตะเกียบได้
