id1,cn,pinyin,vocabulary,pinyin_vocab,th,sentence_test,pinyin_sentence,translate
184,十,shí,十个,shí gè,สิบอัน,我有十个手指,wǒ yǒu shí gè shǒu zhǐ,ฉันมีนิ้วมือสิบ นิ้ว
185,又,yòu,又一个,yòu yī gè,อีกหนึ่งอัน,我又一个问题,wǒ yòu yí gè wèn tí,ฉันมีอีกหนึ่งคำถาม
186,很,hěn,很长,hěn cháng,ยาวมาก,这条河很长,zhè tiáo hé hěn zhǎng,แม่น้ำสายนี้ยาวมาก
187,太,tài,太大,tài dà,ใหญ่มาก,这个书包太大,zhè ge shū bāo tài dà,กระเป๋านักเรียนใบนี้ใหญ่เกินไป
188,宝,bǎo,宝石,bǎo shí,อัญมณี,宝石闪闪发光,bǎo shí shǎn shǎn fā guāng,อัญมณีเปล่งประกายแวววาว
189,贝,bèi,贝壳,bèi ké,เปลือกหอย,沙滩上有贝壳,shā tān shàng yǒu bèi ké,บนชายหาดมีเปลือกหอย
190,和,hé,和平,hé píng,สันติภาพ,世界需要和平,shì jiè xū yào hé píng,โลกต้องการสันติภาพ
191,关,guān,关上,guān shàng,ปิด,请关上门,qǐng guān shàng mén,กรุณาปิดประตู
192,园,yuán,花园,huā yuán,สวนดอกไม้,花园里有花,huā yuán lǐ yǒu huā,ในสวนมีดอกไม้
193,生,shēng,生长,shēng zhǎng,เติบโต,植物慢慢生长,zhí wù màn màn shēng zhǎng,พืชค่อย ๆ เจริญเติบโต
194,公,gōng,公公,gōng gōng,คุณตา,公公喜欢散步,gōng gōng xǐ huān sàn bù,คุณตาชอบเดินเล่น
195,苗,miáo,树苗,shù miáo,ต้นกล้า,树苗要浇水,shù miáo yào jiāo shuǐ,ต้นกล้าต้องรดน้ำ
196,叶,yè,叶子,yè zǐ,ใบไม้,叶子变绿了,yè zi biàn lǜ le,ใบไม้เปลี่ยนเป็นสีเขียว
197,林,lín,树林,shù lín,ป่าไม้,树林里很安静,shù lín lǐ hěn ān jìng,ในป่าเงียบสงบมาก
198,草,cǎo,小草,xiǎo cǎo,ต้นหญ้าเล็ก,小草在风中动,xiǎo cǎo zài fēng zhōng dòng,หญ้าเล็ก ๆ ไหวตามลม
199,先,xiān,先后,xiān hòu,ก่อน-หลัง,大家先后进门,dà jiā xiān hòu jìn mén,ทุกคนเข้าไปในประตูตามลำดับ
200,岛,dǎo,海岛,hǎi dǎo,เกาะทะเล,海岛在大海中,hǎi dǎo zài dà hǎi zhōng,เกาะอยู่กลางทะเล
201,嘴,zuǐ,嘴巴,zuǐ bā,ปาก,小狗张开嘴巴吃饭。,xiǎo gǒu zhāng kāi zuǐ bā chī fàn,ลูกสุนัขอ้าปากกินข้าว
202,眼,yǎn,眼花,yǎn huā,ตาลาย,跑得太快让我眼花。,pǎo dé tài kuài ràng wǒ yǎn huā,วิ่งเร็วเกินไปทำให้ฉันตาลาย
203,睛,jīng,眼睛,yǎn jīng,ดวงตา,我的眼睛看得很清楚。,wǒ de yǎn jīng kàn dé hěn qīng chǔ,ดวงตาของฉันมองเห็นได้ชัดเจนมาก
204,脚,jiǎo,脚丫,jiǎo yā,เท้าเล็ก,孩子的脚丫很可爱。,hái zi de jiǎo yā hěn kě ài,เท้าเล็ก ๆ ของเด็กน่ารักมาก
205,腿,tuǐ,大腿,dà tuǐ,ต้นขา,他跑步时大腿很用力。,tā pǎo bù shí dà tuǐ hěn yòng lì,ตอนเขาวิ่ง ต้นขาออกแรงมาก
206,翅,chì,翅膀,chì bǎng,ปีก,小鸟张开翅膀飞走。,xiǎo niǎo zhāng kāi chì bǎng fēi zǒu,นกตัวเล็กกางปีกแล้วบินจากไป
207,膀,bǎng,肩膀,jiān bǎng,ไหล่,爸爸把包放在肩膀上。,bà bà bǎ bāo fàng zài jiān bǎng shàng,พ่อสะพายกระเป๋าไว้บนไหล่
208,羽,yǔ,羽毛,yǔ máo,ขนนก,地上有一根羽毛。,dì shàng yǒu yī gēn yǔ máo,บนพื้นมีขนนกหนึ่งเส้น
209,体,tǐ,身体,shēn tǐ,ร่างกาย,运动对身体很好。,yùn dòng duì shēn tǐ hěn hǎo,การออกกำลังกายดีต่อร่างกายมาก
210,没,méi,没有,méi yǒu,ไม่มี,今天没有下雨。,jīn tiān méi yǒu xià yǔ,วันนี้ฝนไม่ตก
211,认,rèn,认真,rèn zhēn,ตั้งใจ/จริงจัง,他认真听老师讲课。,tā rèn zhēn tīng lǎo shī jiǎng kè,เขาตั้งใจฟังครูสอน
212,识,shí,认识,rèn shí,รู้จัก,我认识很多新朋友。,wǒ rèn shí hěn duō xīn péng yǒu,ฉันรู้จักเพื่อนใหม่หลายคน
213,颜,yán,颜色,yán sè,สี,这些颜色很好看。,zhè xiē yán sè hěn hǎo kàn,สีเหล่านี้ดูสวยงามมาก
214,黄,huáng,黄色,huáng sè,สีเหลือง,香蕉是黄色的。,xiāng jiāo shì huáng sè de,กล้วยเป็นสีเหลือง
215,蓝,lán,蓝莓,lán méi,บลูเบอร์รี่,蓝莓酸酸甜甜的。,lán méi suān suān tián tián de,บลูเบอร์รีมีรสเปรี้ยวอมหวาน
216,绿,lǜ,绿色,lǜ sè,สีเขียว,树叶是绿色的。,shù yè shì lǜ sè de,ใบไม้เป็นสีเขียว
217,粉,fěn,面粉,miàn fěn,แป้ง,妈妈用面粉做蛋糕。,mā mā yòng miàn fěn zuò dàn gāo,แม่ใช้แป้งทำเค้ก
218,青,qīng,青草,qīng cǎo,หญ้าเขียว,牛在吃青草。,niú zài chī qīng cǎo,วัวกำลังกินหญ้า
219,紫,zǐ,紫色,zǐ sè,สีม่วง,花朵是紫色的。,huā duǒ shì zǐ sè de,ดอกไม้เป็นสีม่วง
220,彩,cǎi,彩色,cǎi sè,สีสัน,彩色气球飞上天。,cǎi sè qì qiú fēi shàng tiān,ลูกโป่งหลากสีลอยขึ้นสู่ท้องฟ้า
221,食,shí,食物,shí wù,อาหาร,桌上有很多食物。,zhuō shàng yǒu hěn duō shí wù,บนโต๊ะมีอาหารมากมาย
222,物,wù,礼物,lǐ wù,ของขวัญ,这是送给你的礼物。,zhè shì sòng gěi nǐ de lǐ wù,นี่คือของขวัญที่ให้คุณ
223,尝,cháng,尝一尝,cháng yī cháng,ลองชิม,我想尝一尝这个。,wǒ xiǎng cháng yī cháng zhè ge,ฉันอยากลองชิมดู
224,闻,wén,新闻,xīn wén,ข่าว,爸爸在看新闻。,bà bà zài kàn xīn wén,พ่อกำลังดูข่าว
225,味,wèi,味道,wèi dào,รสชาติ,这个汤味道很好。,zhè ge tāng wèi dào hěn hǎo,ซุปนี้รสชาติดีมาก
226,鲜,xiān,鲜美,xiān měi,สดอร่อย,鱼汤非常鲜美。,yú tāng fēi cháng xiān měi,ซุปปลามีรสชาติอร่อยมาก
227,苦,kǔ,痛苦,tòng kǔ,เจ็บปวด,摔倒时会感到痛苦。,shuāi dǎo shí huì gǎn dào tòng kǔ,เวลาล้มจะรู้สึกเจ็บ
228,甜,tián,甜蜜,tián mì,หวานชื่น,糖果吃起来很甜蜜。,táng guǒ chī qǐ lái hěn tián mì,ลูกอมกินแล้วหวานมาก
229,什,shén,什么,shén me,อะไร,你在看什么？,nǐ zài kàn shén me,คุณกำลังดูอะไรอยู่
230,么,me,怎么,zěn me,ยังไง,你怎么做到的？,nǐ zěn me zuò dào de,คุณทำได้อย่างไร
231,起,qǐ,起来,qǐ lái,ลุกขึ้น,早上要早点起来。,zǎo shàng yào zǎo diǎn qǐ lái,ตอนเช้าต้องตื่นให้เช้า
232,运,yùn,运动,yùn dòng,ออกกำลังกาย,每天运动身体好。,měi tiān yùn dòng shēn tǐ hǎo,ออกกำลังกายทุกวันร่างกายแข็งแรง
233,动,dòng,动作,dòng zuò,ท่าทาง,他的动作很标准。,tā de dòng zuò hěn biāo zhǔn,ท่าทางของเขาถูกต้องมาก
234,踢,tī,踢球,tī qiú,เตะบอล,我们在操场踢球。,wǒ men zài cāo chǎng tī qiú,พวกเราเตะบอลอยู่ที่สนาม
235,足,zú,足球,zú qiú,ฟุตบอล,我最喜欢足球。,wǒ zuì xǐ huān zú qiú,ฉันชอบฟุตบอลที่สุด
236,赛,sài,比赛,bǐ sài,แข่งขัน,学校有一场比赛。,xué xiào yǒu yī cháng bǐ sài,โรงเรียนมีการแข่งขันหนึ่งรายการ
237,快,kuài,飞快,fēi kuài,เร็วมาก,小猫飞快地跑走。,xiǎo māo fēi kuài dì pǎo zǒu,ลูกแมววิ่งหนีไปอย่างรวดเร็ว
238,慢,màn,慢慢,màn màn,ช้าๆ,小船慢慢前进。,xiǎo chuán màn màn qián jìn,เรือลำเล็กค่อย ๆ แล่นไปข้างหน้า
239,跑,pǎo,跑步,pǎo bù,วิ่ง,我每天早上跑步。,wǒ měi tiān zǎo shàng pǎo bù,ฉันวิ่งทุกเช้า
240,步,bù,散步,sàn bù,เดินเล่น,晚饭后一起散步。,wǎn fàn hòu yì qǐ sàn bù,หลังอาหารเย็นไปเดินเล่นด้วยกัน
241,唱,chàng,唱歌,chàng gē,ร้องเพลง,妹妹喜欢唱歌。,mèi mèi xǐ huān chàng gē,น้องสาวชอบร้องเพลง
242,歌,gē,歌声,gē shēng,เสียงเพลง,歌声很好听。,gē shēng hěn hǎo tīng,เสียงเพลงไพเราะมาก
243,跳,tiào,跳水,tiào shuǐ,กระโดดน้ำ,哥哥在游泳池跳水。,gē gē zài yóu yǒng chí tiào shuǐ,พี่ชายกระโดดน้ำในสระว่ายน้ำ
244,舞,wǔ,舞狮,wǔ shī,เชิดสิงโต,春节有舞狮表演。,chūn jié yǒu wǔ shī biǎo yǎn,ช่วงตรุษจีนมีการแสดงเชิดสิงโต
245,吹,chuī,吹喇叭,chuī lǎ bā,เป่าแตร,他在吹喇叭。,tā zài chuī lǎ bā,เขากำลังเป่าแตร
246,号,hào,小号,xiǎo hào,ทรัมเป็ต,哥哥会吹小号。,gē gē huì chuī xiǎo hào,พี่ชายเป่าแตรเล็กได้
247,讲,jiǎng,讲话,jiǎng huà,พูด,老师正在讲话。,lǎo shī zhèng zài jiǎng huà,ครูกำลังพูด
248,故,gù,故事,gù shì,นิทาน,妈妈给我讲故事。,mā mā gěi wǒ jiǎng gù shì,แม่เล่าเรื่องให้ฉันฟัง
249,事,shì,事情,shì qíng,เรื่องราว,这件事情很重要。,zhè jiàn shì qíng hěn zhòng yào,เรื่องนี้สำคัญมาก
250,怎,zěn,怎么办,zěn me bàn,ทำยังไง,下雨了怎么办？,xià yǔ le zěn me bàn,ฝนตกแล้วจะทำอย่างไรดี
251,帮,bāng,帮助,bāng zhù,ช่วย,朋友会帮助我。,péng yǒu huì bāng zhù wǒ,เพื่อนจะช่วยฉัน
252,找,zhǎo,找到,zhǎo dào,หาเจอ,我找到我的书了。,wǒ zhǎo dào wǒ de shū le,ฉันหาเจอหนังสือของฉันแล้ว
253,欢,huān,欢乐,huān lè,ความสุข / สนุกสนาน,操场充满欢乐。,cāo chǎng chōng mǎn huān lè,สนามเต็มไปด้วยความสนุกสนาน
254,担,dān,担心,dān xīn,กังวล,妈妈担心我。,mā mā dān xīn wǒ,แม่เป็นห่วงฉัน
255,闷,mèn,苦闷,kǔ mèn,หดหู่ / อึดอัด,下雨天让我苦闷。,xià yǔ tiān ràng wǒ kǔ mèn,วันฝนตกทำให้ฉันรู้สึกอึดอัด
256,急,jí,着急,zháo jí,รีบเร่ง / กระวนกระวาย,找不到书很着急。,zhǎo bú dào shū hěn zháo jí,หาหนังสือไม่เจอทำให้ร้อนใจมาก
257,害,hài,害虫,hài chóng,แมลงศัตรูพืช,农田里有害虫。,nóng tián lǐ yǒu hài chóng,ในนามีแมลงศัตรูพืช
258,怕,pà,害怕,hài pà,กลัว,孩子一个人会害怕。,hái zi yí gè rén huì hài pà,เด็กอยู่คนเดียวจะรู้สึกกลัว
259,惊,jīng,吃惊,chī jīng,ตกใจ,我听到消息很吃惊。,wǒ tīng dào xiāo xī hěn chī jīng,ฉันได้ยินข่าวแล้วตกใจมาก
260,哈,hā,笑哈哈,xiào hā hā,หัวเราะเสียงดัง,孩子们笑哈哈。,hái zi men xiào hā hā,เด็ก ๆ หัวเราะอย่างสนุกสนาน
261,老,lǎo,老人,lǎo rén,คนแก่,老人坐在公园里。,lǎo rén zuò zài gōng yuán lǐ,คนชรานั่งอยู่ในสวนสาธารณะ
262,师,shī,老师,lǎo shī,ครู / อาจารย์,老师教我们写字。,lǎo shī jiào wǒ men xiě zì,ครูสอนพวกเราเขียนหนังสือ
263,同,tóng,同学,tóng xué,เพื่อนร่วมชั้น,同学们一起学习。,tóng xué men yì qǐ xué xí,เพื่อนร่วมชั้นเรียนด้วยกัน
264,学,xué,学会,xué huì,เรียนรู้,我学会写汉字了。,wǒ xué huì xiě hàn zì le,ฉันเรียนรู้การเขียนอักษรจีนแล้ว
265,校,xiào,学校,xué xiào,โรงเรียน,我每天去学校。,wǒ měi tiān qù xué xiào,ฉันไปโรงเรียนทุกวัน
266,桌,zhuō,桌子,zhuō zǐ,โต๊ะ,书放在桌子上。,shū fàng zài zhuō zi shàng,หนังสือวางอยู่บนโต๊ะ
267,椅,yǐ,椅子,yǐ zǐ,เก้าอี้,椅子摆得很整齐。,yǐ zi bǎi dé hěn zhěng qí,เก้าอี้จัดวางอย่างเป็นระเบียบ
268,教,jiào,教导,jiào dǎo,สั่งสอน / แนะนำ,老师认真教导学生。,lǎo shī rèn zhēn jiào dǎo xué shēng,ครูสอนนักเรียนอย่างตั้งใจ
269,室,shì,室内,shì nèi,ในห้อง / ภายใน,下雨天在室内玩。,xià yǔ tiān zài shì nèi wán,วันฝนตกเล่นอยู่ในอาคาร
270,课,kè,上课,shàng kè,เข้าเรียน / เริ่มเรียน,我们准时上课。,wǒ men zhǔn shí shàng kè,พวกเราเข้าเรียนตรงเวลา
271,做,zuò,做梦,zuò mèng,ฝัน,我晚上会做梦。,wǒ wǎn shàng huì zuò mèng,ตอนกลางคืนฉันจะฝัน
272,给,gěi,送给,sòng gěi,มอบให้ / ส่งให้,这本书送给你。,zhè běn shū sòng gěi nǐ,หนังสือเล่มนี้ให้คุณ
273,操,cāo,早操,zǎo cāo,ออกกำลังกายตอนเช้า,我们每天做早操。,wǒ men měi tiān zuò zǎo cāo,พวกเราออกกำลังกายตอนเช้าทุกวัน
274,伸,shēn,伸长,shēn cháng,ยืดออก / ขยาย,他把手臂伸长。,tā bǎ shǒu bì shēn cháng,เขาเหยียดแขนยาวออกไป
275,拉,lā,拉手,lā shǒu,จับมือ / จูงมือ,我们一起拉手走。,wǒ men yì qǐ lā shǒu zǒu,พวกเราจูงมือเดินไปด้วยกัน
276,举,jǔ,举起,jǔ qǐ,ยกขึ้น / ชูขึ้น,大家举起小手。,dà jiā jǔ qǐ xiǎo shǒu,ทุกคนยกมือเล็ก ๆ ขึ้น
277,拍,pāi,拍皮球,pāi pí qiú,เดาะลูกบอล,孩子在拍皮球。,hái zi zài pāi pí qiú,เด็กกำลังเดาะลูกบอล
278,抓,zhuā,抓住,zhuā zhù,จับไว้,小猫抓住老鼠。,xiǎo māo zhuā zhù lǎo shǔ,ลูกแมวจับหนูได้
279,拥,yōng,拥抱,yōng bào,กอด,妈妈给我一个拥抱。,mā mā gěi wǒ yí gè yōng bào,แม่กอดฉันหนึ่งครั้ง
280,扔,rēng,扔掉,rēng diào,ทิ้ง / โยนทิ้ง,不要乱扔掉垃圾。,bú yào luàn rēng diào lā jī,อย่าทิ้งขยะเรี่ยราด
281,寒,hán,寒冷,hán lěng,หนาวเย็น,冬天的早晨很寒冷。,dōng tiān de zǎo chén hěn hán lěng,เช้าฤดูหนาวหนาวมาก
282,冷,lěng,寒冷,hán lěng,หนาวเย็น,寒冷的风吹来了。,hán lěng de fēng chuī lái le,ลมหนาวพัดมาแล้ว
283,温,wēn,温水,wēn shuǐ,น้ำอุ่น,我喝了一杯温水。,wǒ hē le yī bēi wēn shuǐ,ฉันดื่มน้ำอุ่นหนึ่งแก้ว
284,暖,nuǎn,温暖,wēn nuǎn,อบอุ่น,妈妈的手很温暖。,mā mā de shǒu hěn wēn nuǎn,มือของแม่อบอุ่นมาก
285,热,rè,热水,rè shuǐ,น้ำร้อน,泡茶要用热水。,pào chá yào yòng rè shuǐ,ชงชาต้องใช้น้ำร้อน
286,凉,liáng,凉快,liáng kuài,เย็นสบาย,树下很凉快。,shù xià hěn liáng kuài,ใต้ต้นไม้เย็นสบาย
287,湿,shī,弄湿,nòng shī,ทำให้เปียก,下雨把衣服弄湿了。,xià yǔ bǎ yī fú nòng shī le,ฝนทำให้เสื้อผ้าเปียก
288,净,jìng,干净,gān jìng,สะอาด,房间打扫得很干净。,fáng jiān dǎ sǎo dé hěn gān jìng,ห้องถูกทำความสะอาดจนสะอาดมาก
289,到,dào,到达,dào dá,ไปถึง / มาถึง,我们安全到达学校。,wǒ men ān quán dào dá xué xiào,พวกเราไปถึงโรงเรียนอย่างปลอดภัย
290,都,dōu,都是,dōu shì,ทั้งหมด / ต่างก็,这些书都是新的。,zhè xiē shū dōu shì xīn de,หนังสือเหล่านี้ล้วนเป็นของใหม่
291,办,bàn,办法,bàn fǎ,วิธี / วิธีการ,老师有好办法。,lǎo shī yǒu hǎo bàn fǎ,ครูมีวิธีที่ดี
292,渴,kě,口渴,kǒu kě,กระหายน้ำ,运动后会口渴。,yùn dòng hòu huì kǒu kě,หลังออกกำลังกายจะกระหายน้ำ
293,喝,hē,喝水,hē shuǐ,ดื่มน้ำ,口渴时要喝水。,kǒu kě shí yào hē shuǐ,กระหายน้ำต้องดื่มน้ำ
294,饿,è,饥饿,jī è,ความหิว,我感到有点饥饿。,wǒ gǎn dào yǒu diǎn jī è,ฉันรู้สึกหิวเล็กน้อย
295,饭,fàn,吃饭,chī fàn,กินข้าว / รับประทานอาหาร,中午我们一起吃饭。,zhōng wǔ wǒ men yì qǐ chī fàn,ตอนเที่ยงพวกเรากินข้าวด้วยกัน
296,睡,shuì,睡觉,shuì jiào,นอนหลับ,晚上要早点睡觉。,wǎn shàng yào zǎo diǎn shuì jiào,ตอนกลางคืนควรนอนให้เร็ว
297,觉,jiào,睡觉,shuì jiào,นอนหลับ,小猫在角落睡觉。,xiǎo māo zài jiǎo luò shuì jiào,ลูกแมวนอนอยู่มุมห้อง
298,累,lèi,劳累,láo lèi,เหนื่อยล้า,一天学习很劳累。,yī tiān xué xí hěn láo lèi,เรียนมาทั้งวันเหนื่อยมาก
299,醒,xǐng,睡醒,shuì xǐng,ตื่นนอน,我早上睡醒了。,wǒ zǎo shàng shuì xǐng le,ตอนเช้าฉันตื่นนอนแล้ว
300,雾,wù,大雾,dà wù,หมอกหนา,早上有大雾。,zǎo shàng yǒu dà wù,ตอนเช้ามีหมอกหนา
301,房,fáng,房子,fáng zǐ,บ้าน,我们住在一所小房子里,wǒ men zhù zài yī suǒ xiǎo fáng zi lǐ,พวกเราอาศัยอยู่ในบ้านหลังเล็ก
302,间,jiān,房间,fáng jiān,ห้อง,我的房间很整洁,wǒ de fáng jiān hěn zhěng jié,ห้องของฉันเป็นระเบียบเรียบร้อยมาก
303,帘,lián,门帘,mén lián,ผ้าม่านประตู,门上挂着门帘,mén shàng guà zhe mén lián,ที่ประตูมีม่านประตูแขวนอยู่
304,窗,chuāng,窗户,chuāng hù,หน้าต่าง,窗户外面有阳光,chuāng hù wài miàn yǒu yáng guāng,นอกหน้าต่างมีแสงแดด
305,户,hù,住户,zhù hù,ผู้อยู่อาศัย,这栋楼有很多住户,zhè dòng lóu yǒu hěn duō zhù hù,อาคารหลังนี้มีผู้อยู่อาศัยจำนวนมาก
306,台,tái,台灯,tái dēng,โคมไฟตั้งโต๊ะ,台灯放在书桌上,tái dēng fàng zài shū zhuō shàng,โคมไฟตั้งโต๊ะวางอยู่บนโต๊ะเขียนหนังสือ
307,视,shì,视力,shì lì,สายตา / การมองเห็น,他视力很好,tā shì lì hěn hǎo,สายตาของเขาดีมาก
308,床,chuáng,起床,qǐ chuáng,ตื่นนอน,我每天早上起床,wǒ měi tiān zǎo shàng qǐ chuáng,ฉันตื่นนอนทุกเช้า
309,被,bèi,被子,bèi zǐ,ผ้าห่ม,晚上要盖好被子,wǎn shàng yào gài hǎo bèi zi,ตอนกลางคืนต้องห่มผ้าให้เรียบร้อย
310,处,chù,到处,dào chù,ทุกที่,公园里到处是花,gōng yuán lǐ dào chù shì huā,ในสวนสาธารณะมีดอกไม้อยู่ทั่วไป
311,让,ràng,让座,ràng zuò,สละที่นั่ง,我在车上让座给老人,wǒ zài chē shàng ràng zuò gěi lǎo rén,ฉันสละที่นั่งให้ผู้สูงอายุบนรถ
312,对,duì,对准,duì zhǔn,เล็ง,他把镜头对准目标,tā bǎ jìng tóu duì zhǔn mù biāo,เขาปรับเลนส์กล้องให้ตรงกับเป้าหมาย
313,姐,jiě,姐姐,jiě jiē,พี่สาว,姐姐在写作业,jiě jiě zài xiě zuò yè,พี่สาวกำลังทำการบ้าน
314,妹,mèi,姐妹,jiě mèi,พี่สาวน้องสาว,她们是好姐妹,tā men shì hǎo jiě mèi,พวกเธอเป็นพี่น้องที่ดีต่อกัน
315,阿,ā,阿姨,ā yí,น้า / อา (ผู้หญิง),阿姨对我很好,ā yí duì wǒ hěn hǎo,ป้าคนนี้ดีกับฉันมาก
316,姨,yí,阿姨,ā yí,น้า / อา (ผู้หญิง),这位阿姨在买菜,zhè wèi ā yí zài mǎi cài,ป้าคนนี้กำลังซื้อผัก
317,叔,shū,叔叔,shū shū,ลุง / อา (ผู้ชาย),叔叔开车送我,shū shū kāi chē sòng wǒ,ลุงขับรถไปส่งฉัน
318,伯,bó,老伯伯,lǎo bó bó,คุณลุง,老伯伯在公园散步,lǎo bó bo zài gōng yuán sàn bù,คุณลุงกำลังเดินเล่นอยู่ในสวน
319,姑,gū,姑娘,gū niáng,สาว / เด็กผู้หญิง,那位姑娘在唱歌,nà wèi gū niáng zài chàng gē,หญิงสาวคนนั้นกำลังร้องเพลง
320,亲,qīn,亲爱,qīn ài,ที่รัก,亲爱的妈妈，我爱你,"qīn ài de mā mā, wǒ ài nǐ",แม่ที่รัก ฉันรักแม่
321,餐,cān,午餐,wǔ cān,อาหารกลางวัน,我们一起吃午餐,wǒ men yì qǐ chī wǔ cān,พวกเรากินอาหารกลางวันด้วยกัน
322,盘,pán,盘子,pán zǐ,จาน,盘子里有水果,pán zi lǐ yǒu shuǐ guǒ,ในจานมีผลไม้
323,碗,wǎn,碗筷,wǎn kuài,ชามกับตะเกียบ,吃饭前准备碗筷,chī fàn qián zhǔn bèi wǎn kuài,ก่อนกินข้าวต้องเตรียมชามและตะเกียบ
324,筷,kuài,筷子,kuài zǐ,ตะเกียบ,我会用筷子,wǒ huì yòng kuài zi,ฉันใช้ตะเกียบได้
325,盖,gài,盖子,gài zǐ,ฝา / ที่ปิด,把瓶子的盖子盖好,bǎ píng zi de gài zi gài hǎo,ปิดฝาขวดให้เรียบร้อย
326,袋,dài,口袋,kǒu dài,กระเป๋าเสื้อ/กางเกง,他的口袋里有糖,tā de kǒu dài lǐ yǒu táng,ในกระเป๋าเสื้อของเขามีลูกอม
327,巾,jīn,围巾,wéi jīn,ผ้าพันคอ,冬天要戴围巾,dōng tiān yào dài wéi jīn,ฤดูหนาวต้องใส่ผ้าพันคอ
328,杯,bēi,杯子,bēi zǐ,แก้ว,杯子里有水,bēi zi lǐ yǒu shuǐ,ในแก้วมีน้ำ
329,成,chéng,成功,chéng gōng,ความสำเร็จ,他终于成功了,tā zhōng yú chéng gōng le,ในที่สุดเขาก็ประสบความสำเร็จ
330,用,yòng,不用,bù yòng,ไม่ต้อง,这个问题不用担心,zhè ge wèn tí bù yòng dān xīn,เรื่องนี้ไม่ต้องกังวล
331,像,xiàng,好像,hǎo xiàng,เหมือนว่า,天好像要下雨,tiān hǎo xiàng yào xià yǔ,ดูเหมือนฝนจะตก
332,原,yuán,原来,yuán lái,ที่แท้ / เดิมที,原来你在这里,yuán lái nǐ zài zhè lǐ,ที่แท้คุณอยู่ที่นี่
333,菜,cài,青菜,qīng cài,ผักใบเขียว,我喜欢吃青菜,wǒ xǐ huān chī qīng cài,ฉันชอบกินผัก
334,萝,luó,萝卜,luó bō,หัวไชเท้า,兔子爱吃萝卜,tù zi ài chī luó bo,กระต่ายชอบกินหัวไชเท้า
335,卜,bō,萝卜,luó bō,หัวไชเท้า,妈妈买了新鲜萝卜,mā mā mǎi le xīn xiān luó bo,แม่ซื้อหัวไชเท้าสดมา
336,豆,dòu,豆子,dòu zǐ,ถั่ว,碗里有豆子,wǎn lǐ yǒu dòu zi,ในชามมีถั่ว
337,苹,píng,苹果,píng guǒ,แอปเปิ้ล,苹果又甜又脆,píng guǒ yòu tián yòu cuì,แอปเปิลทั้งหวานทั้งกรอบ
338,桃,táo,桃子,táo zǐ,ลูกท้อ,桃子熟了,táo zi shú le,ลูกท้อสุกแล้ว
339,杏,xìng,杏树,xìng shù,ต้นแอปริคอต,院子里有杏树,yuàn zi lǐ yǒu xìng shù,ในลานบ้านมีต้นแอปริคอต
340,笋,sǔn,竹笋,zhú sǔn,หน่อไม้,竹笋很好吃,zhú sǔn hěn hǎo chī,หน่อไม้กินอร่อยมาก
341,扫,sǎo,扫地,sǎo dì,กวาดพื้น,我帮妈妈扫地,wǒ bāng mā mā sǎo dì,ฉันช่วยแม่กวาดบ้าน
342,地,dì,草地,cǎo dì,สนามหญ้า,孩子在草地上玩,hái zi zài cǎo dì shàng wán,เด็ก ๆ เล่นอยู่บนสนามหญ้า
343,拖,tuō,拖地,tuō dì,ถูพื้น,爸爸在拖地,bà bà zài tuō dì,พ่อกำลังถูพื้น
344,洒,sǎ,洒水,sǎ shuǐ,สาดน้ำ,爷爷给花洒水,yé yé gěi huā sǎ shuǐ,คุณปู่รดน้ำต้นไม้
345,洗,xǐ,洗手,xǐ shǒu,ล้างมือ,吃饭前要洗手,chī fàn qián yào xǐ shǒu,ก่อนกินข้าวต้องล้างมือ
346,服,fú,衣服,yī fú,เสื้อผ้า,衣服洗干净了,yī fú xǐ gān jìng le,เสื้อผ้าซักสะอาดแล้ว
347,晒,shài,晒太阳,shài tài yáng,ตากแดด,小猫喜欢晒太阳,xiǎo māo xǐ huān shài tài yáng,ลูกแมวชอบอาบแดด
348,收,shōu,丰收,fēng shōu,การเก็บเกี่ยว,秋天农民大丰收,qiū tiān nóng mín dà fēng shōu,ฤดูใบไม้ร่วงชาวนาได้ผลผลิตมาก
349,全,quán,全国,quán guó,ทั่วประเทศ,全国人民都很努力,quán guó rén mín dōu hěn nǔ lì,ประชาชนทั่วประเทศต่างขยันขันแข็ง
350,呢,ne,哪儿呢,nǎ ér ne,ที่ไหนล่ะ,你去哪儿呢,nǐ qù nǎ ér ne,คุณจะไปไหน
351,还,hái,还有,hái yǒu,ยังมี,盒子里还有一个,hé zi lǐ hái yǒu yí gè,ในกล่องยังมีอีกหนึ่งชิ้น
352,谁,shuí,是谁,shì shuí,คือใคร,门外是谁,mén wài shì shuí,ใครอยู่นอกประตู
353,商,shāng,商场,shāng chǎng,ห้างสรรพสินค้า,周末我们去商场,zhōu mò wǒ men qù shāng chǎng,วันหยุดสุดสัปดาห์พวกเราไปห้าง
354,场,chǎng,广场,guǎng chǎng,จัตุรัส,广场上有人跳舞,guǎng chǎng shàng yǒu rén tiào wǔ,ที่ลานกว้างมีคนเต้นรำ
355,楼,lóu,楼上,lóu shàng,ชั้นบน,书房在楼上,shū fáng zài lóu shàng,ห้องหนังสืออยู่ชั้นบน
356,街,jiē,街道,jiē dào,ถนน,街道很干净,jiē dào hěn gān jìng,ถนนสะอาดมาก
